Ciiu;Seccion;SeccionDesc;Division;DivisionDesc;Grupo;GrupoDesc;Clase;ClaseDesc
G4661;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;466;Comercio al por mayor especializado de otros productos;4661;Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos
G4662;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;466;Comercio al por mayor especializado de otros productos;4662;Comercio al por mayor de metales y productos metalíferos
G4663;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;466;Comercio al por mayor especializado de otros productos;4663;Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción
G4664;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;466;Comercio al por mayor especializado de otros productos;4664;Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario
G4665;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;466;Comercio al por mayor especializado de otros productos;4665;Comercio al por mayor de desperdicios, desechos y chatarra
G4669;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;466;Comercio al por mayor especializado de otros productos;4669;Comercio al por mayor de otros productos n.c.p.
G4690;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;469;Comercio al por mayor no especializado;4690;Comercio al por mayor no especializado
G4711;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;471;Comercio al por menor en establecimientos no especializados;4711;Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco
G4719;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;471;Comercio al por menor en establecimientos no especializados;4719;Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco
G4721;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;472;Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados;4721;Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados
G4722;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;472;Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados;4722;Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados
G4723;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;472;Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados;4723;Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados
G4724;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;472;Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados;4724;Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados
G4729;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;472;Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados;4729;Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados
G4731;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;473;Comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados;4731;Comercio al por menor de combustible para automotores
G4732;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;473;Comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados;4732;Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores
G4741;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;474;Comercio al por menor de equipos de informática y de comunicaciones, en establecimientos especializados;4741;Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados
G4742;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;474;Comercio al por menor de equipos de informática y de comunicaciones, en establecimientos especializados;4742;Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados
G4751;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;475;Comercio al por menor de otros enseres domésticos en establecimientos especializados;4751;Comercio al por menor de productos textiles en establecimientos especializados
G4752;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;475;Comercio al por menor de otros enseres domésticos en establecimientos especializados;4752;Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados
G4753;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;475;Comercio al por menor de otros enseres domésticos en establecimientos especializados;4753;Comercio al por menor de tapices, alfombras y cubrimientos para paredes y pisos en establecimientos especializados
G4754;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;475;Comercio al por menor de otros enseres domésticos en establecimientos especializados;4754;Comercio al por menor de electrodomésticos y gasodomésticos de uso doméstico, muebles y equipos de iluminación
G4755;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;475;Comercio al por menor de otros enseres domésticos en establecimientos especializados;4755;Comercio al por menor de artículos y utensilios de uso doméstico
G4759;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;475;Comercio al por menor de otros enseres domésticos en establecimientos especializados;4759;Comercio al por menor de otros artículos domésticos en establecimientos especializados
G4761;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;476;Comercio al por menor de artículos culturales y de entretenimiento, en establecimientos especializados;4761;Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados
G4762;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;476;Comercio al por menor de artículos culturales y de entretenimiento, en establecimientos especializados;4762;Comercio al por menor de artículos deportivos, en establecimientos especializados 
G4769;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;476;Comercio al por menor de artículos culturales y de entretenimiento, en establecimientos especializados;4769;Comercio al por menor de otros artículos culturales y de entretenimiento n.c.p. en establecimientos especializados
G4771;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;477;Comercio al por menor de otros productos en establecimientos especializados;4771;Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados
G4772;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;477;Comercio al por menor de otros productos en establecimientos especializados;4772;Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.
G4773;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;477;Comercio al por menor de otros productos en establecimientos especializados;4773;Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados
G4774;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;477;Comercio al por menor de otros productos en establecimientos especializados;4774;Comercio al por menor de otros productos nuevos en establecimientos especializados
G4775;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;477;Comercio al por menor de otros productos en establecimientos especializados;4775;Comercio al por menor de artículos de segunda mano
G4781;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;478;Comercio al por menor en puestos de venta móviles;4781;Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles
G4782;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;478;Comercio al por menor en puestos de venta móviles;4782;Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta móviles
G4789;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;478;Comercio al por menor en puestos de venta móviles;4789;Comercio al por menor de otros productos en puestos de venta móviles
G4791;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;479;Comercio al por menor no realizado en establecimientos, puestos de venta o mercados;4791;Comercio al por menor realizado a través de Internet
G4792;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;479;Comercio al por menor no realizado en establecimientos, puestos de venta o mercados;4792;Comercio al por menor realizado a través de casas de venta o por correo
G4799;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;479;Comercio al por menor no realizado en establecimientos, puestos de venta o mercados;4799;Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.
H4911;H;TRANSPORTE Y ALMACENAMIENTO;49;"Transporte terrestre; transporte por tuberías";491;Transporte férreo;4911;Transporte férreo de pasajeros
H4912;H;TRANSPORTE Y ALMACENAMIENTO;49;"Transporte terrestre; transporte por tuberías";491;Transporte férreo;4912;Transporte férreo de carga 
H4921;H;TRANSPORTE Y ALMACENAMIENTO;49;"Transporte terrestre; transporte por tuberías";492;Transporte terrestre público automotor;4921;Transporte de pasajeros
H4922;H;TRANSPORTE Y ALMACENAMIENTO;49;"Transporte terrestre; transporte por tuberías";492;Transporte terrestre público automotor;4922;Transporte mixto
H4923;H;TRANSPORTE Y ALMACENAMIENTO;49;"Transporte terrestre; transporte por tuberías";492;Transporte terrestre público automotor;4923;Transporte de carga por carretera
H4930;H;TRANSPORTE Y ALMACENAMIENTO;49;"Transporte terrestre; transporte por tuberías";493;Transporte por tuberías;4930;Transporte por tuberías
H5011;H;TRANSPORTE Y ALMACENAMIENTO;50;Transporte acuático;501;Transporte marítimo y de cabotaje;5011;Transporte de pasajeros marítimo y de cabotaje 
H5012;H;TRANSPORTE Y ALMACENAMIENTO;50;Transporte acuático;501;Transporte marítimo y de cabotaje;5012;Transporte de carga marítimo y de cabotaje 
H5021;H;TRANSPORTE Y ALMACENAMIENTO;50;Transporte acuático;502;Transporte fluvial;5021;Transporte fluvial de pasajeros
H5022;H;TRANSPORTE Y ALMACENAMIENTO;50;Transporte acuático;502;Transporte fluvial;5022;Transporte fluvial de carga
H5111;H;TRANSPORTE Y ALMACENAMIENTO;51;Transporte aéreo;511;Transporte aéreo de pasajeros ;5111;Transporte aéreo nacional de pasajeros 
H5112;H;TRANSPORTE Y ALMACENAMIENTO;51;Transporte aéreo;511;Transporte aéreo de pasajeros ;5112;Transporte aéreo internacional de pasajeros 
H5121;H;TRANSPORTE Y ALMACENAMIENTO;51;Transporte aéreo;512;Transporte aéreo de carga ;5121;Transporte aéreo nacional de carga 
H5122;H;TRANSPORTE Y ALMACENAMIENTO;51;Transporte aéreo;512;Transporte aéreo de carga ;5122;Transporte aéreo internacional de carga 
H5210;H;TRANSPORTE Y ALMACENAMIENTO;52;Almacenamiento y actividades complementarias al transporte;521;Almacenamiento y depósito;5210;Almacenamiento y depósito
H5221;H;TRANSPORTE Y ALMACENAMIENTO;52;Almacenamiento y actividades complementarias al transporte;522;Actividades de las estaciones, vías y servicios complementarios para el transporte;5221;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre
H5222;H;TRANSPORTE Y ALMACENAMIENTO;52;Almacenamiento y actividades complementarias al transporte;522;Actividades de las estaciones, vías y servicios complementarios para el transporte;5222;Actividades de puertos y servicios complementarios para el transporte acuático
H5223;H;TRANSPORTE Y ALMACENAMIENTO;52;Almacenamiento y actividades complementarias al transporte;522;Actividades de las estaciones, vías y servicios complementarios para el transporte;5223;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo
H5224;H;TRANSPORTE Y ALMACENAMIENTO;52;Almacenamiento y actividades complementarias al transporte;522;Actividades de las estaciones, vías y servicios complementarios para el transporte;5224;Manipulación de carga
H5229;H;TRANSPORTE Y ALMACENAMIENTO;52;Almacenamiento y actividades complementarias al transporte;522;Actividades de las estaciones, vías y servicios complementarios para el transporte;5229;Otras actividades complementarias al transporte
H5310;H;TRANSPORTE Y ALMACENAMIENTO;53;Correo y servicios de mensajería;531;Actividades postales nacionales;5310;Actividades postales nacionales
H5320;H;TRANSPORTE Y ALMACENAMIENTO;53;Correo y servicios de mensajería;532;Actividades de mensajería;5320;Actividades de mensajería
I5511;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;55;Alojamiento;551;Actividades de alojamiento de estancias cortas;5511;Alojamiento en hoteles 
I5512;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;55;Alojamiento;551;Actividades de alojamiento de estancias cortas;5512;Alojamiento en apartahoteles
I5513;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;55;Alojamiento;551;Actividades de alojamiento de estancias cortas;5513;Alojamiento en centros vacacionales 
I5514;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;55;Alojamiento;551;Actividades de alojamiento de estancias cortas;5514;Alojamiento rural
I5519;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;55;Alojamiento;551;Actividades de alojamiento de estancias cortas;5519;Otros tipos de alojamientos para visitantes
I5520;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;55;Alojamiento;552;Actividades de zonas de camping y parques para vehículos recreacionales;5520;Actividades de zonas de camping y parques para vehículos recreacionales
I5530;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;55;Alojamiento;553;Servicio por horas ;5530;Servicio por horas 
I5590;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;55;Alojamiento;559;Otros tipos de alojamiento n.c.p.;5590;Otros tipos de alojamiento n.c.p.
I5611;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;56;Actividades de servicios de comidas y bebidas;561;Actividades de restaurantes, cafeterías y servicio móvil de comidas;5611;Expendio a la mesa de comidas preparadas
I5612;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;56;Actividades de servicios de comidas y bebidas;561;Actividades de restaurantes, cafeterías y servicio móvil de comidas;5612;Expendio por autoservicio de comidas preparadas
I5613;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;56;Actividades de servicios de comidas y bebidas;561;Actividades de restaurantes, cafeterías y servicio móvil de comidas;5613;Expendio de comidas preparadas en cafeterías
I5619;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;56;Actividades de servicios de comidas y bebidas;561;Actividades de restaurantes, cafeterías y servicio móvil de comidas;5619;Otros tipos de expendio de comidas preparadas n.c.p.
I5621;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;56;Actividades de servicios de comidas y bebidas;562;Actividades de catering para eventos y otros servicios de comidas;5621;Catering para eventos
I5629;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;56;Actividades de servicios de comidas y bebidas;562;Actividades de catering para eventos y otros servicios de comidas;5629;Actividades de otros servicios de comidas
I5630;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;56;Actividades de servicios de comidas y bebidas;563;Expendio de bebidas alcohólicas para el consumo dentro del establecimiento;5630;Expendio de bebidas alcohólicas para el consumo dentro del establecimiento
J5811;J;INFORMACIÓN Y COMUNICACIONES;58;Actividades de edición;581;Edición de libros, publicaciones periódicas y otras actividades de edición;5811;Edición de libros
J5812;J;INFORMACIÓN Y COMUNICACIONES;58;Actividades de edición;581;Edición de libros, publicaciones periódicas y otras actividades de edición;5812;Edición de directorios y listas de correo
J5813;J;INFORMACIÓN Y COMUNICACIONES;58;Actividades de edición;581;Edición de libros, publicaciones periódicas y otras actividades de edición;5813;Edición de periódicos, revistas y otras publicaciones periódicas
J5819;J;INFORMACIÓN Y COMUNICACIONES;58;Actividades de edición;581;Edición de libros, publicaciones periódicas y otras actividades de edición;5819;Otros trabajos de edición
J5820;J;INFORMACIÓN Y COMUNICACIONES;58;Actividades de edición;582;Edición de programas de informática (software);5820;Edición de programas de informática (software)
J5911;J;INFORMACIÓN Y COMUNICACIONES;59;Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música;591;Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión;5911;Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión
J5912;J;INFORMACIÓN Y COMUNICACIONES;59;Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música;591;Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión;5912;Actividades de posproducción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión
J5913;J;INFORMACIÓN Y COMUNICACIONES;59;Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música;591;Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión;5913;Actividades de distribución de películas cinematográficas, videos, programas, anuncios y comerciales de televisión
J5914;J;INFORMACIÓN Y COMUNICACIONES;59;Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música;591;Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión;5914;Actividades de exhibición de películas cinematográficas y videos
J5920;J;INFORMACIÓN Y COMUNICACIONES;59;Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música;592;Actividades de grabación de sonido y edición de música;5920;Actividades de grabación de sonido y edición de música
J6010;J;INFORMACIÓN Y COMUNICACIONES;60;Actividades de programación, transmisión y/o difusión;601;Actividades de programación y transmisión en el servicio de radiodifusión sonora;6010;Actividades de programación y transmisión en el servicio de radiodifusión sonora
J6020;J;INFORMACIÓN Y COMUNICACIONES;60;Actividades de programación, transmisión y/o difusión;602;Actividades de programación y transmisión de televisión;6020;Actividades de programación y transmisión de televisión
J6110;J;INFORMACIÓN Y COMUNICACIONES;61;Telecomunicaciones;611;Actividades de telecomunicaciones alámbricas;6110;Actividades de telecomunicaciones alámbricas
J6120;J;INFORMACIÓN Y COMUNICACIONES;61;Telecomunicaciones;612;Actividades de telecomunicaciones inalámbricas;6120;Actividades de telecomunicaciones inalámbricas
J6130;J;INFORMACIÓN Y COMUNICACIONES;61;Telecomunicaciones;613;Actividades de telecomunicación satelital;6130;Actividades de telecomunicación satelital
J6190;J;INFORMACIÓN Y COMUNICACIONES;61;Telecomunicaciones;619;Otras actividades de telecomunicaciones;6190;Otras actividades de telecomunicaciones
J6201;J;INFORMACIÓN Y COMUNICACIONES;62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;620;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;6201;Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)
J6202;J;INFORMACIÓN Y COMUNICACIONES;62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;620;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;6202;Actividades de consultoría informática y actividades de administración de instalaciones informáticas
J6209;J;INFORMACIÓN Y COMUNICACIONES;62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;620;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;6209;Otras actividades de tecnologías de información y actividades de servicios informáticos
J6311;J;INFORMACIÓN Y COMUNICACIONES;63;Actividades de servicios de información;631;"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas; portales web";6311;Procesamiento de datos, alojamiento (hosting) y actividades relacionadas
J6312;J;INFORMACIÓN Y COMUNICACIONES;63;Actividades de servicios de información;631;"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas; portales web";6312;Portales web
J6391;J;INFORMACIÓN Y COMUNICACIONES;63;Actividades de servicios de información;639;Otras actividades de servicio de información;6391;Actividades de agencias de noticias
J6399;J;INFORMACIÓN Y COMUNICACIONES;63;Actividades de servicios de información;639;Otras actividades de servicio de información;6399;Otras actividades de servicio de información n.c.p.
K6411;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;641;Intermediación monetaria;6411;Banco Central
K6412;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;641;Intermediación monetaria;6412;Bancos comerciales
K6421;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;642;Otros tipos de intermediación monetaria;6421;Actividades de las corporaciones financieras
K6422;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;642;Otros tipos de intermediación monetaria;6422;Actividades de las compañías de financiamiento
K6423;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;642;Otros tipos de intermediación monetaria;6423;Banca de segundo piso
K6424;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;642;Otros tipos de intermediación monetaria;6424;Actividades de las cooperativas financieras
K6431;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;643;Fideicomisos, fondos (incluye fondos de cesantías) y entidades financieras similares;6431;Fideicomisos, fondos y entidades financieras similares
K6432;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;643;Fideicomisos, fondos (incluye fondos de cesantías) y entidades financieras similares;6432;Fondos de cesantías
K6491;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;649;Otras actividades de servicio financiero, excepto las de seguros y pensiones;6491;Leasing financiero (arrendamiento financiero)
K6492;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;649;Otras actividades de servicio financiero, excepto las de seguros y pensiones;6492;Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario
K6493;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;64;Actividades de servicios financieros, excepto las de seguros y de pensiones;649;Otras actividades de servicio financiero, excepto las de seguros y pensiones;6493;Actividades de compra de cartera o factoring
